sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,label
0,0.028405456678207888,275251.2,1.055338465729331,0.222780467116154,151.66361602926122,4.791734935980407,-0.60676209758426,-463557220867.9287,,1536084869045462.5,0.5472248478742404,1.67707340415127,440243.46699179773,0.3513823190754899,0.1885560248772873,1.0348223838923751,-28200820474933.64,216.4937594657996,123.03594712959493,-12.319961523445961,1890.0,439489.6845253477,0.04829566992940502,214.00652022614537,255056.8508049873,257938.45555741058,31.882304010398393,0.3748764371878608,1.1082711320868923,0.5208252778468156,-0.838047305697595,114.92259441382645,42.0,3.0560785497065392,1.1173553284630808,2.0396710141350716,-738957103449.1232,217147.29914333267,0.7999668718576911,21868756.617851306,1.0220659451826464,140.85577151923627,3424437061.9770665,-69174.99503839339,20.387195869386982,-0.1586153598068792,15.040223120263414,165772.54933836788,-70175935.09527656,,494959.4134488285,-1032973793995206.8,99008.07038221847,0.8340541239955295,275251.2,186930.48107200558,-5.7644454068962405,0.0,-46409.094028993284,2.2835396876459946,69638553.6,-26681.28506507392,126.58371681450451,37115.88280458035,1075.2,10.5,3222115424235.7505,99.88495884613428,542228.8204662665,165.44477941118842,94592.86643723893,1.0479991476340165,-3446779.961110558,43446.919390792165,55652.13339028223,288.7705898790062,-2.0365388522769927,0.0,4300.8,-1.8946399194720736e+16,0.8400000000000001,14.55499215275006,-22094907004.42471,0.5021365471548475,5042804223673.702,0.008010289310681842,-93153857476.47787,81439032021.36984,17203.2,-8991024.788620582,18780.35022624086,14057446088630.72,1075.2,60.78497002771023,1668232.7540948153,117.1186237142257,53354.2819174644,1.2500266554284984,188.21581118042786,63383.46509335077,0.0,-540217165.4718329,226.02453743481885,252.69415536858384,,4.398377561902817,1.072017762068488,4
1,0.14319522740846885,-520941.621537105,-1.5094764869028776,1.318456843369832,1455.9784214270194,3.3128572823702966,-1.5918077895977767,169151364738.00974,99028.73100663113,9675503673963736.0,0.5228407966211753,0.08761688995743155,362815.3738524693,19.44323970925772,27.688271628875146,3.044951541633857,167222562163710.0,100.0805021891742,32.65131547139661,78.67641850696879,1890.0,2860833.759452494,0.6484643169221358,484.246457106973,1812711.8221424776,1336947.278733559,42.2118083217167,20.216001072277123,13.833519100089545,0.5544704227493892,18.557412746089124,862.652112948164,-26.851863300630804,19.909679841735173,,9.49884943013846,62416077401313.92,1280775.9628028532,,285270047.95778936,0.6994259975664854,-87.39694211240051,-4219314291.577485,85078.51037641324,136.9058622935107,-0.014653570760613716,15.311111018586972,179986.090342157,-56815299.57006134,93.9283748766872,440796.19055368897,697793054563408.6,1902594.483522717,0.048861422821492966,275251.2,584360.8383604042,5.725591461330095,0.0,32139.97215858786,34.028472516082246,74379798.86607058,-90325.90438199157,365.24286840088797,497436.292913054,707.677197016671,-0.7040701402924618,6391607660509.332,39.168972897585476,26343.568847213643,-15.056516128136876,25041.219994306957,0.04098399946269754,-1449690.603517617,417280.79397210624,2215852.517342847,318.17530320601867,31.4829171713146,0.0,5155.223278017006,8.39599192534917e+16,0.8400000000000001,-8.847136269432399,552171264609.5961,7.106648732466352,-31085875345750.56,0.05448413264285856,807222115414.5505,43649179440.330734,42929.922509369666,579771592.6042151,183805.12838607022,13264561022137.785,-2128.72543007099,29.96355606942493,1181900.0064369875,92.45658955975586,-380219.1863933274,5.841895719814584,-129.47136583239205,-66882.55706753233,0.0,6856292554.398953,226.54035590077407,-135.59657241898694,-23.098022116840294,4.860445233084718,3.372655920056576,2
2,2.073869400945538,275251.2,1.0564015579301955,0.4394914842721109,414.6030884408173,11.562821487502964,-0.30762409463282675,-478777554732.8268,,-86972568393303.52,1.0029281278727853,1.1630548415027449,242111.1479404248,-0.4763861446849349,-2.17045171414536,1.0510855341297334,3074097449265.0483,145.43496018659158,63.93320753251382,-12.354283785198172,1890.0,,0.1389454834853121,378.9767167931428,503312.8422658856,129864.58358240494,,0.7704919112729478,0.21695766281880347,0.2019245228212572,-2.103771331708346,121.63478134338683,42.0,0.6930778645127024,0.9769954184050468,-2.3933087200252947,-3023313004941.128,380101.78550051054,0.31262645631339697,41265732.96014717,0.04159129392701765,212.3487679636777,921382936.2625482,-80424.82277878241,16.911173196166867,,3.0335409234178634,204900.08440767735,-393713458.12668,-15.144461168214445,245745.7120212187,2607952715432970.0,26670.54060411514,0.990392862041664,275251.2,427324.41770539526,5.9200412900647805,0.0,,0.09468997405723524,69638553.6,-48118.38983782763,27.547213752877735,349096.2801289821,1075.2,10.5,14312184872972.982,33.19615843306346,545120.0547103063,122.60706380600328,2888.2839803597185,0.018887212192239183,-5638999.674015517,109273.66146097657,163565.44015391255,339.38280233277413,3.667560142366936,0.0,4300.8,,0.8400000000000001,-1.6638764264832706,242078808908.07715,1.0878223904479587,51160831352815.49,0.0116881973732382,1419574360588.4883,113255936290.49918,,4752809.399029668,19877.963187743066,21993435509733.164,1075.2,46.98769493441645,1968785.6617130316,80.69744493477947,852480.1021584951,-1.964249405472156,282.2090076719202,84610.78951918827,0.0,-128388828.55588377,148.31534367897763,,252.21250274895766,-0.19961570376442045,0.5795501536903085,0
3,3.8001288267668425,,1.048823204736887,0.226531943272643,107.20029953869819,5.195274909951072,0.467003604936739,80131459126.9866,18534.202163764738,-132840942267521.72,1.0113154107599438,0.2416464489183109,347326.0310536535,-1.1882820256907167,0.4568979819918005,0.3745618381591511,-12347084230236.518,66.21228253962681,59.44960749459814,-8.909882020753956,1890.0,157415.33726954213,0.08667278853626978,294.04243654116885,328433.47450077854,336727.534448007,,-0.20180808378603196,0.060154883766240085,0.4149267980917412,0.05171856085391398,133.86844053845886,42.0,4.050544137004948,0.5358942088120957,-1.6395664774149388,3475121167332.5176,97086.89349301546,1.3876564718539226,67543166.9276409,,225.8278200637768,2416174819.0799236,158934.68256207262,13.630450258452216,-0.4084043746965213,16.405958216954986,108002.6095819629,-139768611.14647338,-14.147024472848225,514148.5301089506,-2635569522255502.5,302904.60589544976,0.9171428225683704,275251.2,439218.4397858653,60.04375266560371,0.0,-24581.584395564176,4.473103573382196,69638553.6,14284.958213037538,25.950440404655186,8332.608648725136,1075.2,10.5,-20513963870468.273,46.550147856036844,116740.456288691,96.74660531562785,78790.6659876881,1.0195713271637712,2300030.4391648737,125676.65223288766,761784.3489232536,,0.9281544602366688,0.0,4300.8,-1.833895714741504e+16,0.8400000000000001,,44183112294.00485,0.4073535720842376,-35717754415395.19,0.0003527129897124997,-440347218920.8512,-10263539085.18557,17203.2,-32350332.90291706,20135.221101054787,-8275418928187.466,1075.2,24.40946462049996,729837.1643055021,90.0021584154112,-914500.0439033692,-0.8893336837593563,,42374.228412377044,0.0,-707765247.3214034,196.3185211890033,554.2525205894267,239.74998979795882,2.3170028082888208,0.8043345140860265,3
4,,275251.2,1.0583872968846375,1.8335274621595277,223.7417943447932,7.058261386600822,0.16960216109084633,-278593477564.50714,22427.342895844755,-561018405181020.56,1.0237962755120202,1.4937172318948857,578578.2484702417,3.9610598453137897,2.9466648753051747,1.0476300820185491,3293281320105.424,122.18082775044913,59.78571715366589,2.5249671611171935,1890.0,223642.58599421,0.07254957547064485,306.8093902480518,,207203.0609460588,21.71423207786635,-2.3197149568375703,1.5683398300414642,0.01837147549682308,0.8253952783297721,37.49527739357968,42.0,0.9848402962225328,0.6296946512260229,2.524266284195916,7113320939272.723,383627.58699945157,,149238175.38124636,1.5697717816789805,319.9802944483381,-3077129674.026891,-14978.122115447795,59.58516902681117,0.5291889026618459,51.103520226664635,34846.70113429233,79254504.28585188,-47.38807476642957,491302.4375534732,583677254208152.6,198904.57505553102,1.5614956981312744,275251.2,113270.40802777227,10.253918170297572,0.0,-72434.15516444639,0.3854988693304136,69638553.6,37993.96623727314,63.17381292045004,391346.28257532546,1075.2,10.5,37631928186301.52,97.71046216940876,17112.442556541646,117.81668135245394,59520.633890218836,0.07370505268906632,3300302.6547143417,150607.27233317436,297688.35765525704,335.83573674421336,-2.9654853299905644,0.0,4300.8,-1.5315687509230926e+16,0.8400000000000001,4.5201732964675845,71363600414.21309,,50599320630280.63,0.0015797902767515654,1071364382061.558,21532786321.740757,17203.2,35451840.95377292,7774.064936630544,2360519164109.378,1075.2,26.62335881940479,-1053975.2330752956,49.872766750803855,-356377.547746078,3.5599105595313163,363.0887338903279,53224.385070501194,0.0,1644600914.2350225,,166.68649280734118,188.8971871824238,1.6239052078789715,0.38337288911424106,2
5,0.3962305853118764,275251.2,1.0540850881877266,0.18212367756632267,,8.028798234788761,0.12582493092713054,-320008650017.15405,38608.444949711076,-1756423667269196.8,1.0391347705559144,4.370405936277696,138271.39853295934,3.008726270058467,0.9378646142912178,0.06897105058816339,496842701936.0274,,64.66192164044523,-14.561632469196766,1890.0,469950.464429202,0.0597933568478398,203.50730730394062,260666.9337804175,70595.93186466026,22.71354646403533,-0.5620595672638592,0.3075621431840719,1.044156463265936,-0.3190445103337667,126.57188507590077,42.0,-0.10648122531209868,1.0631166460553023,2.2713059002040605,1383615313851.7112,251166.56698665136,3.580647253468163,-13550804.899258295,0.029005375385011918,155.54497174163754,-535601454.34353226,104867.08099019378,32.53237487861469,-0.4615175133275687,22.06552981637692,106286.36796778906,190590247.85283187,58.62669258327322,387744.03686833306,-363603445587746.4,64680.759408936174,0.9828716839679764,275251.2,502283.7018904037,30.066789647066802,0.0,24326.993750598307,-1.2994646127699299,69638553.6,-13717.64382536546,91.36396078400496,263066.4068087725,1075.2,10.5,-26911785722043.41,82.66046848350625,586362.9896070671,166.89350883616612,72566.15112217456,1.0358057125826454,4298377.155019067,129407.87022184474,828979.1981779587,501.73069554374274,1.0589206169628171,0.0,4300.8,,0.8400000000000001,6.645566661890626,-42544969082.70102,0.5995732648966237,-80632429173466.44,0.003620407764290564,465434628748.0496,7327689699.627164,17203.2,25030924.51612655,16089.051263687097,4618398389288.552,1075.2,63.168062974336564,1829048.653863804,91.2246156836046,-836126.1083654094,1.153866594657151,299.21396759744874,85784.79176062722,0.0,-1667015578.1043231,262.04668248173573,235.9313948156806,212.59742922385288,-0.8787777694349652,1.024253448305649,3
6,4.772170932563368,275251.2,1.0489958672275226,1.1983144292893275,220.87646001094032,3.3019663273590862,-0.5907827149954828,99025113896.0296,10943.073997997852,993759763323270.4,1.033552882441186,1.9413769672671,458826.50147870905,0.9858758073091372,3.5753521537792534,,-4858289386372.6,187.48290985961026,94.48316039441588,3.978968482082856,1890.0,312801.5825371264,0.026805696646210374,428.6582652422495,379395.4999644891,521908.4258740714,39.358193454743365,1.8672148033264615,0.5380559093915699,1.371668723608786,-0.8964952279075248,119.64884147427613,42.0,-3.7329981445717295,0.9186040694163862,-2.13687744520647,-12743238929914.373,493215.5826003864,0.3874391685584799,-88103392.51323009,,246.73804370819627,-1596133385.4351585,146722.2657482101,18.40088991821412,-0.0524464519099423,7.984279581207449,,622778685.9066551,8.621926279604413,353965.2408522783,1420360172869783.2,254545.05550340732,0.2491186743775572,275251.2,267608.5520163392,-50.30406120139836,0.0,-13154.568464844118,1.0163010171658782,69638553.6,-88988.77684410373,112.96351462035312,472716.59981427924,1075.2,10.5,-12858046505697.645,76.13381372090687,,99.64860367890972,79641.46969742423,1.039841932999348,1056816.8510213806,,683899.0304368852,553.9215912673925,2.281319249110499,0.0,4300.8,4237228420964003.0,0.8400000000000001,,181092034177.6299,0.6710643490124647,-19140574508537.453,0.004829663510663742,2221348015424.996,5776834514.251352,17203.2,67044824.78057832,3358.5900933358344,12064698977524.225,1075.2,44.695512186781094,-1173532.9423637977,115.86180233878358,-1132097.703452314,-1.3170331031349365,25.671219821721593,117669.7967906874,0.0,-532291463.24938005,124.02387418019377,480.79327175841024,42.48459337170589,0.09234367974834466,,3
7,0.032832340997972866,275251.2,,1.7705349196334594,222.44202960028983,3.412642301303999,0.09750558406846828,-311893221284.6221,-20389.262313200456,666087772672016.2,0.5264293180258548,0.9802232899343304,298847.7519433786,4.612133754604615,10.811360479633153,1.0423237039532578,-9573974220613.033,80.32749628443024,92.52152129037873,-0.45874178677450606,1890.0,213163.673418073,0.0001507280540290791,197.25540965430474,201487.51542264406,,20.232777563385973,6.836435272840157,0.1762416746740496,0.3735936044408811,9.038482573557413,42.80040747587457,42.0,6.751090983975095,0.934525982442192,6.3572151194579725,3373763197273.4424,166565.27141612596,0.616568690680693,194290160.94748527,0.03613930722731119,263.2494133965242,-2980874086.4360147,44349.79816721285,18.202938394149296,-0.1859923534805384,13.62644698740282,77455.3454187425,-373812602.2475082,-18.652072082447766,533458.0107418122,1479043697302343.8,139539.03455881288,0.4994354623577961,275251.2,144541.7699382783,2.739606527212464,0.0,1986.426511725448,3.2396203423647445,69638553.6,-27221.549090226225,60.02741307967286,38499.741181476966,1075.2,,29120605822849.61,74.97012642144828,428002.7479022856,56.171720127847465,82409.62769963048,0.033789202291675716,2607886.3386935787,15819.626786163248,570592.4370179067,460.31004104099543,0.6346530200527489,0.0,4300.8,9283746934826196.0,0.8400000000000001,0.9709150624592072,-91928077504.76004,0.12559739795561306,13013279896305.953,0.000357511643808873,791274695001.2903,-29027366199.22818,17203.2,-20308016.534231897,26335.947565290688,-8618800802931.741,1075.2,9.617428685532529,-3865239.841194362,155.54564777923682,-698510.2342094275,6.574606766164348,154.13010610818463,94346.81869196684,0.0,579137988.7075664,249.1553336042498,510.3901519841957,118.69705729820663,10.966203868465438,0.329532908813015,2
8,2.0385198387505103,275251.2,1.0452272637791835,0.04718828525970141,238.17115081157317,3.606535562812997,-0.898083577117955,-80205706106.80182,21879.24290051781,295237163589414.3,1.011677546227031,2.261666835459681,494852.3839458156,0.6319968397905427,1.315109313370258,1.0352796724996212,10969324559853.703,137.60115714705785,70.46364870993999,2.3457608968869113,1890.0,261307.40888437876,0.06488042015481657,274.1972189762156,257269.0256577188,801531.1125398871,56.708514003057395,0.6511557805545685,0.006158449902526886,0.3699529758781671,1.3215935202862594,31.340802182782202,42.0,2.7622950041784082,0.9880797704377484,-2.516691001663202,-12874305127845.22,258326.3826972631,1.2560417033760305,-73665689.34191026,0.11864702029198235,,-1450201486.0932412,-94808.4540749044,13.681348969942064,0.13248695225584378,9.835053826117084,32376.194371603196,-371839230.97471935,,584442.4190742783,-1069330340726740.4,249492.354683323,0.5387488124710273,275251.2,238327.54711463855,-16.35273614254396,0.0,97257.73028458416,2.662253671791928,69638553.6,-14905.085529848808,76.68053209834528,45875.8453110361,1075.2,10.5,12663506674824.66,45.34231601046086,172911.78967189774,91.12934093388547,,,1789741.0454152476,120950.13528717073,694367.9556903979,515.8763473097786,-0.06554569911609426,0.0,4300.8,-1.6157615319020274e+16,0.8400000000000001,4.8917167742591054,-46209124147.56518,1.3557159485134092,9622407337378.576,0.0008427152944918138,1432996305524.517,-139696588547.78354,17203.2,49039676.86687026,14304.707729147669,-6839360997763.543,1075.2,53.04467522396652,382719.64349244675,155.58222613802116,519114.1114564162,1.0004864719498487,353.7982196679542,87109.94156974496,0.0,-971746075.1937244,154.10117819156102,311.27348592195176,133.90193704668079,1.2698213379764811,,0
9,8.211853051340695,275251.2,1.044207394886968,6.903143617740831,285.44973504807166,19.27770955413294,3.6271510649307706,-355567900557.83057,6062.755517841948,1905605039526391.2,1.086918966553,3.550336046891223,934294.3021611192,2.518858141454089,1.4514028517216315,1.0403969667398068,-26609137225477.93,8.672106923592125,581.1544083936631,40.57340522644361,2700.1358941531184,,-0.14341872927770205,,1381649.6853238668,469769.2444737785,49.26541852083218,,14.526985403128775,2.091539269788008,22.288679603736142,166.25268488582444,13.954611949515796,-2.342716953197605,-3.40641004880012,-13.93609101648476,4684956516911.348,311201.20840378857,6.8889904881900215,995941663.0661104,0.7561649325753534,509.0836142861613,10159112966.89667,-22081.562737338856,155.88825567283413,-0.008740935916366703,67.30963665918352,1049257.5079243921,-6117702.176846981,-17.709674904994326,5133445.7601533085,81141646555472.94,303961.984980413,4.700287335618938,165241.20758070378,835929.9393056757,50.13646775693519,0.0,62939.78046216746,1.0880465060080864,21844312.122243315,730546.3741825689,383.68603739560166,444223.0385602405,524.638205964709,-19.86385363413549,-17064001103260.438,76.22104958077807,56693.79984656835,280.20973882868117,-73599.48311443278,-0.7279406934693196,21694735.946840607,966478.5715730856,51442.45969858169,588.0926497146879,6.814437240130857,0.0,2524.247050943668,1.0046454309055302e+17,0.8373493744251357,4.5411178123304365,-20498762098.637203,-1.0074624543146546,251251640169984.56,0.03993336006189986,-754414747272.1027,-163846677772.67493,-12910.138909324582,-169781977.47615975,756.9758855772658,67484243316886.64,1075.2,41.23269918142498,15286939.281956427,-46.83861281908242,680269.1951645641,25.11099770570613,198.54086599002255,16236.036842411091,0.0,5057204572.754293,1048.116639224339,475.1132118148927,887.5440877994148,32.53293370373134,5.942721069261513,2
